filename,width,height,class,xmin,ymin,xmax,ymax
02088.jpeg,158,158,2S1,48,50,109,113
01581.jpeg,128,128,BTR70,41,35,82,76
00847.jpeg,158,158,ZSU_23_4,56,58,109,109
01595.jpeg,128,128,BTR70,37,57,82,96
00853.jpeg,158,158,ZSU_23_4,52,58,105,107
00845.jpeg,158,158,ZSU_23_4,52,48,107,109
01583.jpeg,128,128,BTR70,35,45,90,90
00851.jpeg,158,158,ZSU_23_4,56,52,107,109
01597.jpeg,128,128,BTR70,41,57,84,96
00689.jpeg,128,128,T72,19,43,92,86
00879.jpeg,158,158,ZSU_23_4,46,52,109,107
02049.jpeg,158,158,2S1,44,58,113,105
00886.jpeg,158,158,ZSU_23_4,46,56,111,109
01540.jpeg,128,128,BTR70,33,47,92,90
01226.jpeg,128,129,BRDM_2,48,52,83,90
00138.jpeg,128,128,BTR60,43,49,82,92
01232.jpeg,128,129,BRDM_2,38,48,77,86
00892.jpeg,158,158,ZSU_23_4,46,58,109,109
01554.jpeg,128,128,BTR70,31,43,94,84
00662.jpeg,128,128,T72,33,49,94,92
02075.jpeg,158,158,2S1,48,44,109,111
02713.jpeg,192,193,ZIL131,61,68,128,128
00104.jpeg,128,128,BTR60,35,43,94,90
00110.jpeg,128,128,BTR60,35,43,94,80
02707.jpeg,192,193,ZIL131,57,66,130,128
02061.jpeg,158,158,2S1,48,54,113,107
00676.jpeg,128,128,T72,35,45,92,96
01568.jpeg,128,128,BTR70,43,53,86,94
02288.jpeg,128,128,BMP2,31,43,94,88
01959.jpeg,158,158,2S1,44,62,113,105
01781.jpeg,177,178,D7,57,54,119,121
01795.jpeg,177,178,D7,57,54,115,121
01965.jpeg,158,158,2S1,54,64,109,113
01971.jpeg,158,158,2S1,60,50,111,107
01024.jpeg,158,158,ZSU_23_4,46,56,111,109
01742.jpeg,177,178,D7,57,60,121,113
01756.jpeg,177,178,D7,59,60,123,115
00448.jpeg,172,173,T62,57,66,112,120
01030.jpeg,158,158,ZSU_23_4,46,54,113,107
02539.jpeg,192,193,ZIL131,54,72,134,124
00306.jpeg,172,173,T62,48,60,120,114
01018.jpeg,158,158,ZSU_23_4,46,58,111,109
02511.jpeg,192,193,ZIL131,59,66,130,128
02277.jpeg,128,128,BMP2,35,43,92,92
00460.jpeg,172,173,T62,50,60,120,114
00474.jpeg,172,173,T62,53,60,112,120
02263.jpeg,128,128,BMP2,43,53,86,96
02505.jpeg,192,193,ZIL131,63,60,130,130
00312.jpeg,172,173,T62,55,58,116,120
01193.jpeg,128,129,BRDM_2,38,36,91,92
01839.jpeg,177,178,D7,57,58,117,117
00299.jpeg,172,173,T62,51,58,118,120
01187.jpeg,128,129,BRDM_2,38,50,79,86
01811.jpeg,177,178,D7,57,56,113,119
01805.jpeg,177,178,D7,59,54,119,119
02459.jpeg,192,193,ZIL131,59,60,132,130
01150.jpeg,128,129,BRDM_2,34,38,91,84
00528.jpeg,172,173,T62,50,60,123,110
01636.jpeg,177,178,D7,59,54,121,117
01622.jpeg,177,178,D7,57,60,113,121
01144.jpeg,128,129,BRDM_2,32,42,85,94
00272.jpeg,172,173,T62,50,64,121,116
02465.jpeg,192,193,ZIL131,67,74,132,136
02303.jpeg,128,128,BMP2,41,47,82,94
00514.jpeg,172,173,T62,48,56,120,112
00500.jpeg,172,173,T62,51,54,118,118
02317.jpeg,128,128,BMP2,31,47,92,86
02471.jpeg,192,193,ZIL131,65,70,120,132
01178.jpeg,128,129,BRDM_2,34,52,81,92
00266.jpeg,172,173,T62,48,62,133,114
00931.jpeg,158,158,ZSU_23_4,50,52,111,109
02698.jpeg,192,193,ZIL131,59,62,128,132
01391.jpeg,128,128,BTR70,39,39,88,96
01385.jpeg,128,128,BTR70,45,59,86,96
00925.jpeg,158,158,ZSU_23_4,46,56,111,109
00919.jpeg,158,158,ZSU_23_4,46,56,111,107
01434.jpeg,128,128,BTR70,35,45,92,94
01352.jpeg,128,129,BRDM_2,38,36,91,90
00058.jpeg,128,128,BTR60,35,43,90,88
01346.jpeg,128,129,BRDM_2,40,50,79,88
01420.jpeg,128,128,BTR70,33,45,94,86
02129.jpeg,158,158,2S1,56,46,107,109
01408.jpeg,128,128,BTR70,33,45,92,94
00716.jpeg,128,128,T72,31,45,94,90
02101.jpeg,158,158,2S1,54,46,111,109
02667.jpeg,192,193,ZIL131,65,60,132,136
00070.jpeg,128,128,BTR60,35,43,94,86
00064.jpeg,128,128,BTR60,39,41,90,94
02673.jpeg,192,193,ZIL131,57,72,132,126
02115.jpeg,158,158,2S1,44,56,113,105
00702.jpeg,128,128,T72,31,43,94,84
02672.jpeg,192,193,ZIL131,59,80,120,134
00065.jpeg,128,128,BTR60,37,41,90,90
00703.jpeg,128,128,T72,31,45,92,90
02114.jpeg,158,158,2S1,50,62,101,111
02100.jpeg,158,158,2S1,52,68,105,111
00717.jpeg,128,128,T72,37,43,86,94
01409.jpeg,128,128,BTR70,35,37,88,92
00071.jpeg,128,128,BTR60,39,51,78,88
02666.jpeg,192,193,ZIL131,56,70,134,128
01347.jpeg,128,129,BRDM_2,46,54,87,90
00059.jpeg,128,128,BTR60,43,41,84,96
02128.jpeg,158,158,2S1,50,44,107,111
01421.jpeg,128,128,BTR70,31,43,96,86
01435.jpeg,128,128,BTR70,37,43,92,98
01353.jpeg,128,129,BRDM_2,40,50,79,86
00918.jpeg,158,158,ZSU_23_4,40,58,111,107
01384.jpeg,128,128,BTR70,35,43,90,90
00924.jpeg,158,158,ZSU_23_4,46,56,109,109
00930.jpeg,158,158,ZSU_23_4,48,50,109,109
01390.jpeg,128,128,BTR70,41,55,82,94
02699.jpeg,192,193,ZIL131,61,80,120,132
02316.jpeg,128,128,BMP2,33,43,86,88
00501.jpeg,172,173,T62,51,62,121,118
00267.jpeg,172,173,T62,57,60,114,120
01179.jpeg,128,129,BRDM_2,44,52,83,92
02470.jpeg,192,193,ZIL131,54,68,132,126
02464.jpeg,192,193,ZIL131,57,60,130,130
00273.jpeg,172,173,T62,51,60,121,108
00515.jpeg,172,173,T62,53,52,120,116
02302.jpeg,128,128,BMP2,35,43,92,86
01623.jpeg,177,178,D7,51,58,119,113
01145.jpeg,128,129,BRDM_2,32,46,93,88
01151.jpeg,128,129,BRDM_2,40,50,79,88
02458.jpeg,192,193,ZIL131,65,58,124,130
01637.jpeg,177,178,D7,55,62,117,115
00529.jpeg,172,173,T62,57,66,110,122
01804.jpeg,177,178,D7,51,58,117,115
01810.jpeg,177,178,D7,55,56,123,113
01838.jpeg,177,178,D7,55,58,115,115
01186.jpeg,128,129,BRDM_2,36,42,91,82
00298.jpeg,172,173,T62,55,48,114,120
01192.jpeg,128,129,BRDM_2,32,50,89,88
02262.jpeg,128,128,BMP2,31,43,92,86
00475.jpeg,172,173,T62,55,50,116,118
00313.jpeg,172,173,T62,51,52,116,120
02504.jpeg,192,193,ZIL131,65,60,124,132
02510.jpeg,192,193,ZIL131,56,72,132,126
01019.jpeg,158,158,ZSU_23_4,52,50,105,111
00307.jpeg,172,173,T62,50,56,118,114
00461.jpeg,172,173,T62,48,62,123,114
02276.jpeg,128,128,BMP2,39,55,82,96
00449.jpeg,172,173,T62,55,56,118,120
01757.jpeg,177,178,D7,57,60,123,119
02538.jpeg,192,193,ZIL131,52,72,134,124
01031.jpeg,158,158,ZSU_23_4,46,52,111,103
01025.jpeg,158,158,ZSU_23_4,50,48,105,109
01743.jpeg,177,178,D7,57,56,115,113
01970.jpeg,158,158,2S1,52,60,101,109
01964.jpeg,158,158,2S1,56,66,105,111
01794.jpeg,177,178,D7,59,58,117,117
01780.jpeg,177,178,D7,59,58,117,119
01958.jpeg,158,158,2S1,48,66,99,111
02289.jpeg,128,128,BMP2,33,49,84,88
02706.jpeg,192,193,ZIL131,63,66,126,128
00111.jpeg,128,128,BTR60,33,39,94,82
01569.jpeg,128,128,BTR70,35,55,80,94
00677.jpeg,128,128,T72,31,49,92,94
02060.jpeg,158,158,2S1,42,52,111,111
02074.jpeg,158,158,2S1,52,66,101,111
00663.jpeg,128,128,T72,33,45,94,90
00105.jpeg,128,128,BTR60,0,0,128,108
02712.jpeg,192,193,ZIL131,71,70,126,132
01233.jpeg,128,129,BRDM_2,44,52,85,92
01555.jpeg,128,128,BTR70,35,41,92,90
00893.jpeg,158,158,ZSU_23_4,42,56,111,109
01541.jpeg,128,128,BTR70,37,41,94,90
00887.jpeg,158,158,ZSU_23_4,48,48,107,109
02048.jpeg,158,158,2S1,50,68,99,113
00139.jpeg,128,128,BTR60,37,39,86,90
01227.jpeg,128,129,BRDM_2,38,48,81,90
00878.jpeg,158,158,ZSU_23_4,46,56,111,103
00688.jpeg,128,128,T72,35,39,96,92
01596.jpeg,128,128,BTR70,39,55,82,96
00850.jpeg,158,158,ZSU_23_4,48,50,109,107
01582.jpeg,128,128,BTR70,43,55,84,94
00844.jpeg,158,158,ZSU_23_4,52,46,107,107
00868.jpeg,158,158,ZSU_23_4,46,48,109,107
01586.jpeg,128,128,BTR70,43,57,86,98
00840.jpeg,158,158,ZSU_23_4,44,54,111,103
00698.jpeg,128,128,T72,41,43,86,94
01592.jpeg,128,128,BTR70,35,39,90,90
00854.jpeg,158,158,ZSU_23_4,48,54,111,109
02716.jpeg,192,193,ZIL131,65,82,122,134
00101.jpeg,128,128,BTR60,35,37,94,82
00667.jpeg,128,128,T72,35,43,90,96
01579.jpeg,128,128,BTR70,45,55,86,92
02070.jpeg,158,158,2S1,46,58,115,105
02064.jpeg,158,158,2S1,56,48,109,109
00673.jpeg,128,128,T72,37,41,90,96
00115.jpeg,128,128,BTR60,33,43,94,86
02702.jpeg,192,193,ZIL131,54,72,132,126
01223.jpeg,128,129,BRDM_2,46,54,83,92
01545.jpeg,128,128,BTR70,33,43,92,94
00883.jpeg,158,158,ZSU_23_4,54,50,103,111
01551.jpeg,128,128,BTR70,39,39,86,94
00897.jpeg,158,158,ZSU_23_4,46,54,111,107
02058.jpeg,158,158,2S1,54,60,107,113
01237.jpeg,128,129,BRDM_2,40,40,89,90
00129.jpeg,128,128,BTR60,33,43,90,88
01960.jpeg,158,158,2S1,48,64,101,113
01974.jpeg,158,158,2S1,54,48,103,113
01784.jpeg,177,178,D7,57,56,119,117
01948.jpeg,158,158,2S1,46,46,105,109
01790.jpeg,177,178,D7,57,58,119,115
02299.jpeg,128,128,BMP2,35,41,90,90
02272.jpeg,128,128,BMP2,35,43,92,90
00465.jpeg,172,173,T62,51,56,116,118
00303.jpeg,172,173,T62,50,62,120,116
02514.jpeg,192,193,ZIL131,56,70,132,126
02500.jpeg,192,193,ZIL131,50,70,130,124
00317.jpeg,172,173,T62,57,62,116,122
01009.jpeg,158,158,ZSU_23_4,54,50,103,111
00471.jpeg,172,173,T62,51,54,121,114
02266.jpeg,128,128,BMP2,35,47,92,84
01747.jpeg,177,178,D7,49,60,117,117
00459.jpeg,172,173,T62,53,52,118,118
02528.jpeg,192,193,ZIL131,65,70,122,134
01021.jpeg,158,158,ZSU_23_4,48,56,111,109
01035.jpeg,158,158,ZSU_23_4,50,50,105,111
01753.jpeg,177,178,D7,59,56,121,119
01814.jpeg,177,178,D7,53,60,121,115
01800.jpeg,177,178,D7,55,58,121,113
01828.jpeg,177,178,D7,59,56,121,119
00288.jpeg,172,173,T62,48,60,118,116
01196.jpeg,128,129,BRDM_2,44,52,85,92
01182.jpeg,128,129,BRDM_2,38,50,79,88
02306.jpeg,128,128,BMP2,43,47,88,94
00511.jpeg,172,173,T62,48,56,118,118
01169.jpeg,128,129,BRDM_2,14,34,95,98
00277.jpeg,172,173,T62,53,52,114,120
02460.jpeg,192,193,ZIL131,65,66,124,132
02474.jpeg,192,193,ZIL131,59,60,132,130
00263.jpeg,172,173,T62,50,62,120,114
00505.jpeg,172,173,T62,55,50,114,120
02312.jpeg,128,128,BMP2,35,45,94,90
01633.jpeg,177,178,D7,59,58,119,119
01155.jpeg,128,129,BRDM_2,36,42,91,82
01141.jpeg,128,129,BRDM_2,48,54,89,90
02448.jpeg,192,193,ZIL131,59,60,128,130
00539.jpeg,172,173,T62,50,56,120,112
01627.jpeg,177,178,D7,51,62,121,115
00908.jpeg,158,158,ZSU_23_4,48,50,109,107
01394.jpeg,128,128,BTR70,29,39,94,86
00934.jpeg,158,158,ZSU_23_4,44,58,109,109
00920.jpeg,158,158,ZSU_23_4,46,60,117,105
01380.jpeg,128,129,BRDM_2,32,52,75,90
02689.jpeg,192,193,ZIL131,61,76,122,134
02662.jpeg,192,193,ZIL131,57,70,137,120
00075.jpeg,128,128,BTR60,35,39,92,84
00713.jpeg,128,128,T72,39,45,84,96
02104.jpeg,158,158,2S1,46,60,111,105
02110.jpeg,158,158,2S1,46,52,113,111
01419.jpeg,128,128,BTR70,29,45,96,88
00707.jpeg,128,128,T72,37,39,84,88
00061.jpeg,128,128,BTR60,33,39,92,88
02676.jpeg,192,193,ZIL131,54,70,130,128
00049.jpeg,128,128,BTR60,39,39,82,92
01357.jpeg,128,129,BRDM_2,36,50,77,88
02138.jpeg,158,158,2S1,46,46,111,109
01431.jpeg,128,128,BTR70,33,45,94,84
01425.jpeg,128,128,BTR70,33,43,94,88
01343.jpeg,128,129,BRDM_2,34,42,91,82
01424.jpeg,128,128,BTR70,45,57,86,98
01342.jpeg,128,129,BRDM_2,34,38,93,84
01356.jpeg,128,129,BRDM_2,38,36,87,90
00048.jpeg,128,128,BTR60,33,37,92,82
01430.jpeg,128,128,BTR70,41,41,84,98
02139.jpeg,158,158,2S1,54,48,105,113
00706.jpeg,128,128,T72,35,45,92,90
01418.jpeg,128,128,BTR70,33,41,90,88
02111.jpeg,158,158,2S1,44,60,113,103
02677.jpeg,192,193,ZIL131,63,62,126,134
00060.jpeg,128,128,BTR60,41,39,88,94
00074.jpeg,128,128,BTR60,33,41,94,80
02663.jpeg,192,193,ZIL131,6,64,189,122
02105.jpeg,158,158,2S1,46,58,115,105
00712.jpeg,128,128,T72,33,47,90,92
00921.jpeg,158,158,ZSU_23_4,46,54,111,105
02688.jpeg,192,193,ZIL131,67,70,126,130
01381.jpeg,128,129,BRDM_2,28,48,89,90
01395.jpeg,128,128,BTR70,33,41,94,90
00935.jpeg,158,158,ZSU_23_4,46,56,109,103
00909.jpeg,158,158,ZSU_23_4,48,52,111,107
02449.jpeg,192,193,ZIL131,59,66,132,126
01140.jpeg,128,129,BRDM_2,48,54,89,90
01626.jpeg,177,178,D7,51,60,125,115
00538.jpeg,172,173,T62,50,54,118,116
01632.jpeg,177,178,D7,59,58,115,115
01154.jpeg,128,129,BRDM_2,38,24,101,92
00262.jpeg,172,173,T62,51,58,118,120
02475.jpeg,192,193,ZIL131,57,60,128,130
02313.jpeg,128,128,BMP2,35,47,94,88
00504.jpeg,172,173,T62,48,62,118,114
00510.jpeg,172,173,T62,48,64,118,116
02307.jpeg,128,128,BMP2,41,45,84,92
02461.jpeg,192,193,ZIL131,63,62,126,130
00276.jpeg,172,173,T62,50,60,121,108
01168.jpeg,128,129,BRDM_2,34,40,91,92
01183.jpeg,128,129,BRDM_2,46,54,85,92
01829.jpeg,177,178,D7,57,58,117,115
01197.jpeg,128,129,BRDM_2,42,50,83,90
00289.jpeg,172,173,T62,53,54,118,122
01801.jpeg,177,178,D7,53,54,117,117
01815.jpeg,177,178,D7,57,56,117,119
01034.jpeg,158,158,ZSU_23_4,46,54,109,101
01752.jpeg,177,178,D7,53,58,117,115
00458.jpeg,172,173,T62,46,62,118,114
01746.jpeg,177,178,D7,55,54,115,119
01020.jpeg,158,158,ZSU_23_4,46,56,111,109
02529.jpeg,192,193,ZIL131,61,64,130,128
01008.jpeg,158,158,ZSU_23_4,50,50,109,107
00316.jpeg,172,173,T62,53,52,121,114
02501.jpeg,192,193,ZIL131,63,72,122,132
02267.jpeg,128,128,BMP2,47,53,90,94
00470.jpeg,172,173,T62,48,58,118,110
00464.jpeg,172,173,T62,48,58,116,116
02273.jpeg,128,128,BMP2,41,45,84,84
02515.jpeg,192,193,ZIL131,67,72,126,134
00302.jpeg,172,173,T62,55,50,116,118
02298.jpeg,128,128,BMP2,39,49,86,94
01791.jpeg,177,178,D7,57,60,123,113
01949.jpeg,158,158,2S1,52,50,111,109
01785.jpeg,177,178,D7,59,58,123,115
01975.jpeg,158,158,2S1,50,46,107,115
01961.jpeg,158,158,2S1,58,68,107,113
02059.jpeg,158,158,2S1,42,54,111,109
00896.jpeg,158,158,ZSU_23_4,46,58,113,107
01550.jpeg,128,128,BTR70,35,43,92,96
00128.jpeg,128,128,BTR60,39,41,90,94
01236.jpeg,128,129,BRDM_2,36,38,91,90
01222.jpeg,128,129,BRDM_2,44,52,85,92
00882.jpeg,158,158,ZSU_23_4,52,50,101,111
01544.jpeg,128,128,BTR70,35,43,94,88
00672.jpeg,128,128,T72,41,45,88,94
02065.jpeg,158,158,2S1,48,50,111,109
02703.jpeg,192,193,ZIL131,67,70,126,132
00114.jpeg,128,128,BTR60,37,37,88,84
00100.jpeg,128,128,BTR60,35,41,88,92
02717.jpeg,192,193,ZIL131,61,66,128,130
02071.jpeg,158,158,2S1,42,58,113,103
01578.jpeg,128,128,BTR70,33,47,94,92
00666.jpeg,128,128,T72,33,45,96,88
00855.jpeg,158,158,ZSU_23_4,50,48,105,109
01593.jpeg,128,128,BTR70,49,37,90,78
00699.jpeg,128,128,T72,39,49,88,92
00841.jpeg,158,158,ZSU_23_4,52,50,105,111
01587.jpeg,128,128,BTR70,31,43,94,86
00869.jpeg,158,158,ZSU_23_4,46,54,111,107
02098.jpeg,158,158,2S1,42,56,111,101
01591.jpeg,128,128,BTR70,33,41,90,90
00857.jpeg,158,158,ZSU_23_4,46,58,109,109
01585.jpeg,128,128,BTR70,33,47,96,86
00843.jpeg,158,158,ZSU_23_4,44,54,111,103
01208.jpeg,128,129,BRDM_2,28,30,89,100
00116.jpeg,128,128,BTR60,31,41,94,82
02701.jpeg,192,193,ZIL131,61,66,132,124
02067.jpeg,158,158,2S1,46,50,111,113
00670.jpeg,128,128,T72,33,43,92,92
00664.jpeg,128,128,T72,37,39,90,96
02073.jpeg,158,158,2S1,46,58,115,109
02715.jpeg,192,193,ZIL131,56,60,128,132
00102.jpeg,128,128,BTR60,37,39,90,90
01234.jpeg,128,129,BRDM_2,40,50,79,88
01552.jpeg,128,128,BTR70,33,41,94,90
00894.jpeg,158,158,ZSU_23_4,46,54,109,103
00658.jpeg,128,128,T72,33,49,94,92
01546.jpeg,128,128,BTR70,29,41,94,88
00880.jpeg,158,158,ZSU_23_4,48,54,109,109
01220.jpeg,128,129,BRDM_2,34,50,91,90
02729.jpeg,192,193,ZIL131,54,70,132,124
01977.jpeg,158,158,2S1,46,58,117,103
01963.jpeg,158,158,2S1,44,58,115,107
01793.jpeg,177,178,D7,57,62,123,117
00499.jpeg,172,173,T62,55,52,118,116
01787.jpeg,177,178,D7,57,60,125,115
00472.jpeg,172,173,T62,48,54,118,116
02265.jpeg,128,128,BMP2,33,47,92,84
02503.jpeg,192,193,ZIL131,57,68,134,122
00314.jpeg,172,173,T62,50,56,118,114
00300.jpeg,172,173,T62,53,52,108,120
02517.jpeg,192,193,ZIL131,59,60,128,132
02271.jpeg,128,128,BMP2,39,39,92,94
01778.jpeg,177,178,D7,61,60,117,117
00466.jpeg,172,173,T62,53,62,120,120
02259.jpeg,128,128,BMP2,37,37,80,86
01750.jpeg,177,178,D7,53,60,123,113
01988.jpeg,158,158,2S1,44,50,111,109
00328.jpeg,172,173,T62,48,60,118,118
01036.jpeg,158,158,ZSU_23_4,46,54,105,111
01022.jpeg,158,158,ZSU_23_4,48,48,111,107
01744.jpeg,177,178,D7,49,62,115,117
01803.jpeg,177,178,D7,57,56,119,119
01817.jpeg,177,178,D7,55,58,115,119
02488.jpeg,192,193,ZIL131,54,68,134,122
01181.jpeg,128,129,BRDM_2,32,40,93,86
01195.jpeg,128,129,BRDM_2,30,50,87,88
00506.jpeg,172,173,T62,51,60,123,108
01618.jpeg,177,178,D7,57,50,117,117
02311.jpeg,128,128,BMP2,37,37,86,92
02477.jpeg,192,193,ZIL131,52,72,130,126
00260.jpeg,172,173,T62,51,54,114,116
00274.jpeg,172,173,T62,50,58,120,118
02463.jpeg,192,193,ZIL131,63,62,128,128
02305.jpeg,128,128,BMP2,45,53,88,92
00512.jpeg,172,173,T62,53,54,116,118
01624.jpeg,177,178,D7,57,58,115,113
01142.jpeg,128,129,BRDM_2,36,50,81,92
01156.jpeg,128,129,BRDM_2,28,48,89,90
00248.jpeg,128,128,BTR60,41,41,84,96
01630.jpeg,177,178,D7,53,60,121,115
02339.jpeg,128,128,BMP2,35,45,94,86
01383.jpeg,128,128,BTR70,35,39,88,90
00923.jpeg,158,158,ZSU_23_4,50,48,109,107
00937.jpeg,158,158,ZSU_23_4,50,50,107,109
01397.jpeg,128,128,BTR70,39,59,82,98
00089.jpeg,128,128,BTR60,33,35,94,80
00062.jpeg,128,128,BTR60,43,45,94,96
02675.jpeg,192,193,ZIL131,67,70,128,132
02113.jpeg,158,158,2S1,44,58,115,105
00704.jpeg,128,128,T72,41,47,86,94
00710.jpeg,128,128,T72,29,43,90,90
02107.jpeg,158,158,2S1,44,50,107,107
02661.jpeg,192,193,ZIL131,57,66,130,130
00076.jpeg,128,128,BTR60,33,35,94,82
01368.jpeg,128,129,BRDM_2,38,52,79,88
02649.jpeg,192,193,ZIL131,65,70,126,132
01340.jpeg,128,129,BRDM_2,40,52,81,90
01426.jpeg,128,128,BTR70,41,55,84,96
00738.jpeg,128,128,T72,31,41,92,84
01432.jpeg,128,128,BTR70,43,51,86,96
01354.jpeg,128,129,BRDM_2,34,40,85,92
01433.jpeg,128,128,BTR70,39,35,86,94
01355.jpeg,128,129,BRDM_2,42,54,83,94
01341.jpeg,128,129,BRDM_2,44,52,83,90
02648.jpeg,192,193,ZIL131,59,66,134,124
00739.jpeg,128,128,T72,31,45,94,90
01427.jpeg,128,128,BTR70,37,57,80,96
02106.jpeg,158,158,2S1,52,46,105,113
00711.jpeg,128,128,T72,35,47,96,90
01369.jpeg,128,129,BRDM_2,44,44,87,90
00077.jpeg,128,128,BTR60,37,41,92,92
02660.jpeg,192,193,ZIL131,59,66,135,122
02674.jpeg,192,193,ZIL131,52,70,132,124
00063.jpeg,128,128,BTR60,37,43,90,90
00705.jpeg,128,128,T72,33,47,94,94
02112.jpeg,158,158,2S1,44,58,113,101
00936.jpeg,158,158,ZSU_23_4,46,56,111,107
00088.jpeg,128,128,BTR60,35,39,90,84
01396.jpeg,128,128,BTR70,39,35,88,94
01382.jpeg,128,129,BRDM_2,32,40,91,92
00922.jpeg,158,158,ZSU_23_4,46,56,111,109
00249.jpeg,128,128,BTR60,35,43,90,90
01157.jpeg,128,129,BRDM_2,32,48,83,94
02338.jpeg,128,128,BMP2,39,37,84,92
01631.jpeg,177,178,D7,55,58,121,115
01625.jpeg,177,178,D7,51,60,121,117
01143.jpeg,128,129,BRDM_2,36,48,77,88
02462.jpeg,192,193,ZIL131,56,72,135,124
00275.jpeg,172,173,T62,51,52,120,116
00513.jpeg,172,173,T62,51,56,120,114
02304.jpeg,128,128,BMP2,37,45,92,92
02310.jpeg,128,128,BMP2,33,49,94,86
01619.jpeg,177,178,D7,55,54,113,119
00507.jpeg,172,173,T62,57,64,112,120
00261.jpeg,172,173,T62,53,54,114,122
02476.jpeg,192,193,ZIL131,57,66,128,128
01194.jpeg,128,129,BRDM_2,32,38,73,78
01180.jpeg,128,129,BRDM_2,34,42,91,82
02489.jpeg,192,193,ZIL131,61,76,120,134
01816.jpeg,177,178,D7,55,56,113,119
01802.jpeg,177,178,D7,57,54,113,119
01023.jpeg,158,158,ZSU_23_4,50,50,107,109
01745.jpeg,177,178,D7,57,60,121,117
01989.jpeg,158,158,2S1,56,62,105,113
01751.jpeg,177,178,D7,59,56,117,119
02258.jpeg,128,128,BMP2,33,47,94,88
01037.jpeg,158,158,ZSU_23_4,44,54,111,103
00329.jpeg,172,173,T62,48,62,120,116
02516.jpeg,192,193,ZIL131,59,64,132,128
00301.jpeg,172,173,T62,55,48,114,118
00467.jpeg,172,173,T62,50,60,120,118
01779.jpeg,177,178,D7,51,62,117,117
02270.jpeg,128,128,BMP2,37,45,92,92
02264.jpeg,128,128,BMP2,39,37,86,92
00473.jpeg,172,173,T62,50,60,120,112
00315.jpeg,172,173,T62,51,54,121,112
02502.jpeg,192,193,ZIL131,65,74,122,132
01786.jpeg,177,178,D7,51,60,119,117
00498.jpeg,172,173,T62,51,52,120,116
01792.jpeg,177,178,D7,59,58,117,119
01962.jpeg,158,158,2S1,46,56,117,107
01976.jpeg,158,158,2S1,44,50,111,111
00881.jpeg,158,158,ZSU_23_4,44,60,111,107
01547.jpeg,128,128,BTR70,43,53,82,94
00659.jpeg,128,128,T72,33,43,96,86
02728.jpeg,192,193,ZIL131,59,66,134,124
01221.jpeg,128,129,BRDM_2,36,40,93,88
01235.jpeg,128,129,BRDM_2,32,50,89,86
00895.jpeg,158,158,ZSU_23_4,46,52,107,105
01553.jpeg,128,128,BTR70,33,41,94,88
02072.jpeg,158,158,2S1,52,40,107,111
00665.jpeg,128,128,T72,33,47,96,92
00103.jpeg,128,128,BTR60,39,41,90,90
02714.jpeg,192,193,ZIL131,56,68,132,128
02700.jpeg,192,193,ZIL131,54,70,134,124
00117.jpeg,128,128,BTR60,33,43,90,88
01209.jpeg,128,129,BRDM_2,42,52,83,94
00671.jpeg,128,128,T72,41,49,86,94
02066.jpeg,158,158,2S1,42,52,107,107
00842.jpeg,158,158,ZSU_23_4,50,48,105,111
01584.jpeg,128,128,BTR70,45,49,92,94
00856.jpeg,158,158,ZSU_23_4,46,58,111,107
01590.jpeg,128,128,BTR70,31,49,92,88
02099.jpeg,158,158,2S1,42,56,113,101
